Jugador,Temporada,Equipo,Pos,Edad,Partidos,Minutos,Goles,Asistencias,G+A,Penales,Amarillas,2a Amarillas,Rojas,Tiros,Tiros a puerta,Faltas hechas,Faltas recibidas,Intercepciones,Entradas ganadas,Goles recibidos,Tiros a puerta recibidos,Victorias,Empates,Derrotas,Partidos sin goles,Tiros a puerta parados (%),Penaltis parados (%)
Ferland Mendy,25/26,Real Madrid,DF,30.0,5.0,207.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,,,,,,,,
Trent Alexander-Arnold,25/26,Real Madrid,DF,26.0,21.0,1163.0,0.0,4.0,4.0,,4.0,0.0,0.0,10.0,2.0,10.0,5.0,13.0,10.0,,,,,,,,
Denzel Dumfries,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Jiménez,25/26,Real Madrid,DF,21.0,2.0,76.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,
Aurélien Tchouaméni,22/23,Real Madrid,MF,22.0,33.0,2119.0,0.0,4.0,4.0,,2.0,0.0,0.0,38.0,6.0,35.0,35.0,50.0,38.0,,,,,,,,
Aurélien Tchouaméni,23/24,Real Madrid,"MF,DF",23.0,27.0,1987.0,3.0,1.0,4.0,,7.0,0.0,0.0,27.0,7.0,20.0,22.0,29.0,25.0,,,,,,,,
Aurélien Tchouaméni,24/25,Real Madrid,"DF,MF",24.0,32.0,2689.0,0.0,0.0,0.0,,5.0,0.0,0.0,19.0,3.0,26.0,24.0,45.0,24.0,,,,,,,,
Aurélien Tchouaméni,25/26,Real Madrid,MF,25.0,33.0,2615.0,1.0,0.0,1.0,,8.0,0.0,0.0,45.0,7.0,31.0,27.0,45.0,41.0,,,,,,,,
Federico Valverde,21/22,Real Madrid,MF,23.0,31.0,1833.0,0.0,1.0,1.0,,2.0,0.0,0.0,34.0,9.0,17.0,9.0,22.0,17.0,,,,,,,,
Federico Valverde,22/23,Real Madrid,"MF,FW",24.0,34.0,2502.0,7.0,4.0,11.0,,2.0,0.0,0.0,63.0,21.0,11.0,15.0,16.0,20.0,,,,,,,,
Federico Valverde,23/24,Real Madrid,MF,25.0,37.0,2904.0,2.0,7.0,9.0,,2.0,0.0,0.0,56.0,19.0,19.0,15.0,43.0,35.0,,,,,,,,
Federico Valverde,24/25,Real Madrid,"MF,DF",26.0,36.0,3032.0,6.0,4.0,10.0,,4.0,0.0,0.0,57.0,22.0,12.0,15.0,54.0,33.0,,,,,,,,
Federico Valverde,25/26,Real Madrid,"MF,DF",27.0,33.0,2740.0,5.0,8.0,13.0,,3.0,0.0,1.0,51.0,22.0,18.0,14.0,25.0,25.0,,,,,,,,
Eduardo Camavinga,21/22,Real Madrid,MF,18.0,26.0,1236.0,2.0,1.0,3.0,,8.0,0.0,0.0,12.0,5.0,34.0,29.0,17.0,35.0,,,,,,,,
Eduardo Camavinga,22/23,Real Madrid,"MF,DF",19.0,37.0,2010.0,0.0,1.0,1.0,,6.0,0.0,0.0,18.0,3.0,39.0,69.0,19.0,49.0,,,,,,,,
Eduardo Camavinga,23/24,Real Madrid,MF,20.0,31.0,1817.0,0.0,2.0,2.0,,9.0,0.0,0.0,17.0,7.0,49.0,68.0,26.0,48.0,,,,,,,,
Eduardo Camavinga,24/25,Real Madrid,"MF,DF",21.0,19.0,1102.0,1.0,2.0,3.0,,2.0,0.0,0.0,8.0,2.0,21.0,31.0,19.0,26.0,,,,,,,,
Eduardo Camavinga,25/26,Real Madrid,MF,22.0,29.0,1528.0,1.0,0.0,1.0,,2.0,0.0,0.0,13.0,2.0,34.0,31.0,15.0,37.0,,,,,,,,
Thiago Pinar,25/26,Real Madrid,MF,17.0,10.0,592.0,0.0,2.0,2.0,,2.0,0.0,0.0,6.0,2.0,12.0,7.0,7.0,4.0,,,,,,,,
Manuel Ángel,25/26,Real Madrid,MF,21.0,4.0,96.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,3.0,,,,,,,,
Jude Bellingham,23/24,Real Madrid,"MF,FW",20.0,28.0,2315.0,19.0,6.0,25.0,,5.0,0.0,1.0,63.0,35.0,32.0,72.0,20.0,35.0,,,,,,,,
Jude Bellingham,24/25,Real Madrid,MF,21.0,31.0,2488.0,9.0,8.0,17.0,,5.0,0.0,1.0,62.0,23.0,33.0,64.0,27.0,35.0,,,,,,,,
Jude Bellingham,25/26,Real Madrid,MF,22.0,28.0,1916.0,6.0,4.0,10.0,,3.0,0.0,0.0,51.0,26.0,33.0,55.0,14.0,37.0,,,,,,,,
Arda Güler,23/24,Real Madrid,"MF,FW",18.0,10.0,377.0,6.0,0.0,6.0,,1.0,0.0,0.0,15.0,6.0,11.0,8.0,2.0,4.0,,,,,,,,
Arda Güler,24/25,Real Madrid,"MF,FW",19.0,28.0,1250.0,3.0,4.0,7.0,,1.0,0.0,0.0,39.0,17.0,15.0,31.0,7.0,16.0,,,,,,,,
Arda Güler,25/26,Real Madrid,MF,20.0,33.0,2014.0,4.0,9.0,13.0,,1.0,0.0,0.0,49.0,19.0,21.0,32.0,8.0,28.0,,,,,,,,
Bernardo Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,
César Palacios,25/26,Real Madrid,MF,20.0,5.0,86.0,0.0,0.0,0.0,,0.0,0.0,0.0,2.0,0.0,4.0,3.0,3.0,2.0,,,,,,,,
Vinicius Júnior,21/22,Real Madrid,"FW,MF",21.0,35.0,2690.0,17.0,10.0,27.0,,6.0,0.0,0.0,80.0,43.0,34.0,74.0,5.0,26.0,,,,,,,,
Vinicius Júnior,22/23,Real Madrid,FW,22.0,33.0,2823.0,10.0,9.0,19.0,,10.0,0.0,1.0,77.0,36.0,47.0,122.0,6.0,23.0,,,,,,,,
Vinicius Júnior,23/24,Real Madrid,FW,23.0,26.0,1864.0,15.0,5.0,20.0,,7.0,0.0,0.0,78.0,39.0,24.0,54.0,1.0,12.0,,,,,,,,
Vinicius Júnior,24/25,Real Madrid,"FW,MF",24.0,30.0,2253.0,11.0,8.0,19.0,,8.0,0.0,1.0,81.0,28.0,30.0,70.0,3.0,12.0,,,,,,,,
Vinicius Júnior,25/26,Real Madrid,"FW,MF",25.0,36.0,2815.0,16.0,5.0,21.0,,8.0,0.0,0.0,100.0,46.0,38.0,81.0,2.0,15.0,,,,,,,,
Rodrygo,21/22,Real Madrid,FW,20.0,33.0,1523.0,4.0,4.0,8.0,,4.0,0.0,0.0,34.0,15.0,21.0,29.0,11.0,14.0,,,,,,,,
Rodrygo,22/23,Real Madrid,FW,21.0,34.0,2379.0,9.0,8.0,17.0,,4.0,0.0,0.0,98.0,32.0,18.0,49.0,7.0,10.0,,,,,,,,
Rodrygo,23/24,Real Madrid,FW,22.0,34.0,2380.0,10.0,5.0,15.0,,2.0,0.0,0.0,87.0,36.0,10.0,46.0,8.0,15.0,,,,,,,,
Rodrygo,24/25,Real Madrid,"MF,FW",23.0,30.0,1928.0,6.0,5.0,11.0,,0.0,0.0,0.0,54.0,20.0,8.0,37.0,11.0,13.0,,,,,,,,
Rodrygo,25/26,Real Madrid,"MF,FW",24.0,19.0,684.0,1.0,3.0,4.0,,3.0,0.0,0.0,27.0,11.0,5.0,23.0,3.0,8.0,,,,,,,,
Franco Mastantuono,25/26,Real Madrid,"MF,FW",17.0,23.0,1037.0,1.0,0.0,1.0,,5.0,0.0,1.0,30.0,7.0,18.0,30.0,3.0,12.0,,,,,,,,
Brahim Díaz,23/24,Real Madrid,"MF,FW",23.0,31.0,1545.0,8.0,6.0,14.0,,0.0,0.0,0.0,38.0,17.0,22.0,42.0,5.0,18.0,,,,,,,,
Brahim Díaz,24/25,Real Madrid,"MF,FW",24.0,31.0,1385.0,4.0,2.0,6.0,,0.0,0.0,0.0,28.0,17.0,14.0,34.0,5.0,18.0,,,,,,,,
Brahim Díaz,25/26,Real Madrid,"FW,MF",25.0,30.0,1257.0,1.0,6.0,7.0,,2.0,0.0,0.0,15.0,7.0,19.0,37.0,2.0,10.0,,,,,,,,
Kylian Mbappé,24/25,Real Madrid,FW,25.0,34.0,2907.0,31.0,3.0,34.0,,3.0,0.0,1.0,161.0,85.0,25.0,40.0,1.0,5.0,,,,,,,,
Kylian Mbappé,25/26,Real Madrid,FW,26.0,31.0,2599.0,25.0,5.0,30.0,,4.0,0.0,0.0,146.0,63.0,13.0,36.0,3.0,1.0,,,,,,,,
Endrick,24/25,Real Madrid,FW,18.0,22.0,363.0,1.0,0.0,1.0,,1.0,0.0,0.0,23.0,7.0,10.0,9.0,4.0,2.0,,,,,,,,
Endrick,25/26,Real Madrid,FW,19.0,1.0,12.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,
Gonzalo García,23/24,Real Madrid,FW,19.0,2.0,19.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,
Gonzalo García,24/25,Real Madrid,FW,20.0,3.0,56.0,0.0,1.0,1.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,
Gonzalo García,25/26,Real Madrid,FW,21.0,30.0,964.0,6.0,1.0,7.0,,2.0,0.0,0.0,21.0,11.0,9.0,6.0,2.0,7.0,,,,,,,,
Joan García,21/22,Espanyol,GK,20.0,2.0,108.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,
Joan García,22/23,Espanyol,GK,21.0,1.0,90.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,25.0,0.0
Joan García,24/25,Espanyol,GK,23.0,38.0,3420.0,0.0,0.0,0.0,,2.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,1.0,51.0,194.0,11.0,9.0,18.0,8.0,73.7,33.3
Joan García,25/26,Barcelona,GK,24.0,30.0,2700.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,21.0,95.0,27.0,1.0,2.0,15.0,77.9,0.0
Marc-André ter Stegen,21/22,Barcelona,GK,29.0,35.0,3150.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,34.0,106.0,19.0,9.0,7.0,11.0,67.9,33.3
Marc-André ter Stegen,22/23,Barcelona,GK,30.0,38.0,3347.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,18.0,101.0,28.0,4.0,6.0,26.0,82.2,0.0
Marc-André ter Stegen,23/24,Barcelona,GK,31.0,28.0,2520.0,0.0,0.0,0.0,,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,27.0,102.0,20.0,5.0,3.0,12.0,73.5,0.0
Marc-André ter Stegen,24/25,Barcelona,GK,32.0,8.0,674.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,23.0,7.0,0.0,1.0,1.0,60.9,0.0
Marc-André ter Stegen,25/26,Girona,GK,33.0,2.0,180.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,1.0,1.0,0.0,66.7,
Áron Yaakobishvili,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wojciech Szczęsny,24/25,Barcelona,GK,34.0,15.0,1350.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,12.0,33.0,14.0,1.0,0.0,8.0,63.6,0.0
Wojciech Szczęsny,25/26,Barcelona,GK,35.0,8.0,720.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,37.0,4.0,0.0,4.0,0.0,59.5,50.0
Pau Cubarsí,23/24,Barcelona,DF,16.0,19.0,1558.0,0.0,0.0,0.0,,4.0,0.0,0.0,3.0,0.0,15.0,2.0,11.0,13.0,,,,,,,,
Pau Cubarsí,24/25,Barcelona,DF,17.0,35.0,2618.0,0.0,3.0,3.0,,3.0,0.0,0.0,8.0,0.0,24.0,9.0,18.0,24.0,,,,,,,,
Pau Cubarsí,25/26,Barcelona,DF,18.0,31.0,2703.0,1.0,0.0,1.0,,3.0,0.0,0.0,10.0,2.0,25.0,9.0,30.0,28.0,,,,,,,,
Eric García,21/22,Barcelona,DF,20.0,26.0,2039.0,0.0,0.0,0.0,,5.0,0.0,1.0,6.0,4.0,35.0,5.0,41.0,17.0,,,,,,,,
Eric García,22/23,Barcelona,"DF,MF",21.0,24.0,1417.0,1.0,0.0,1.0,,3.0,0.0,0.0,7.0,1.0,18.0,8.0,17.0,17.0,,,,,,,,
Eric García,23/24,Barcelona,"DF,MF",22.0,2.0,57.0,0.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Eric García,23/24,Girona,DF,22.0,30.0,2637.0,5.0,0.0,5.0,,4.0,0.0,0.0,16.0,6.0,24.0,26.0,29.0,40.0,,,,,,,,
Eric García,24/25,Barcelona,"DF,MF",23.0,29.0,1566.0,2.0,3.0,5.0,,4.0,0.0,0.0,14.0,8.0,20.0,8.0,18.0,21.0,,,,,,,,
Eric García,25/26,Barcelona,"DF,MF",24.0,34.0,2721.0,1.0,1.0,2.0,,6.0,0.0,0.0,25.0,7.0,33.0,24.0,50.0,44.0,,,,,,,,
Gerard Martín,24/25,Barcelona,DF,22.0,28.0,1038.0,1.0,3.0,4.0,,2.0,0.0,0.0,7.0,2.0,14.0,9.0,15.0,10.0,,,,,,,,
Gerard Martín,25/26,Barcelona,DF,23.0,32.0,2119.0,0.0,0.0,0.0,,6.0,0.0,0.0,7.0,4.0,16.0,7.0,31.0,29.0,,,,,,,,
Ronald Araújo,21/22,Barcelona,DF,22.0,30.0,2272.0,4.0,0.0,4.0,,6.0,0.0,0.0,18.0,10.0,25.0,12.0,23.0,23.0,,,,,,,,
Ronald Araújo,22/23,Barcelona,DF,23.0,22.0,1800.0,0.0,2.0,2.0,,5.0,0.0,1.0,18.0,1.0,16.0,17.0,11.0,18.0,,,,,,,,
Ronald Araújo,23/24,Barcelona,DF,24.0,25.0,1997.0,1.0,2.0,3.0,,6.0,0.0,0.0,23.0,9.0,25.0,9.0,10.0,22.0,,,,,,,,
Ronald Araújo,24/25,Barcelona,DF,25.0,12.0,754.0,1.0,1.0,2.0,,3.0,0.0,0.0,4.0,2.0,9.0,4.0,9.0,9.0,,,,,,,,
Ronald Araújo,25/26,Barcelona,DF,26.0,24.0,1071.0,3.0,0.0,3.0,,2.0,0.0,0.0,12.0,5.0,17.0,3.0,10.0,15.0,,,,,,,,
Andreas Christensen,22/23,Barcelona,DF,26.0,23.0,1760.0,1.0,1.0,2.0,,2.0,0.0,0.0,10.0,5.0,18.0,7.0,20.0,15.0,,,,,,,,
Andreas Christensen,23/24,Barcelona,"DF,MF",27.0,30.0,1979.0,2.0,2.0,4.0,,4.0,0.0,0.0,12.0,4.0,26.0,10.0,20.0,15.0,,,,,,,,
Andreas Christensen,24/25,Barcelona,DF,28.0,5.0,254.0,0.0,0.0,0.0,,3.0,0.0,0.0,1.0,0.0,5.0,0.0,4.0,3.0,,,,,,,,
Andreas Christensen,25/26,Barcelona,DF,29.0,13.0,409.0,0.0,0.0,0.0,,2.0,0.0,0.0,4.0,2.0,6.0,3.0,2.0,3.0,,,,,,,,
Alvaro Cortes,25/26,Barcelona,DF,20.0,1.0,90.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,
Alejandro Balde,21/22,Barcelona,DF,17.0,5.0,188.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,4.0,4.0,1.0,1.0,,,,,,,,
Alejandro Balde,22/23,Barcelona,DF,18.0,33.0,2471.0,1.0,6.0,7.0,,4.0,0.0,0.0,19.0,4.0,26.0,29.0,12.0,32.0,,,,,,,,
Alejandro Balde,23/24,Barcelona,"DF,MF",19.0,18.0,1378.0,0.0,1.0,1.0,,1.0,0.0,0.0,5.0,1.0,8.0,18.0,5.0,9.0,,,,,,,,
Alejandro Balde,24/25,Barcelona,DF,20.0,32.0,2284.0,0.0,4.0,4.0,,2.0,0.0,0.0,12.0,3.0,16.0,37.0,7.0,10.0,,,,,,,,
Alejandro Balde,25/26,Barcelona,DF,21.0,28.0,1869.0,0.0,2.0,2.0,,2.0,0.0,0.0,10.0,1.0,14.0,25.0,6.0,21.0,,,,,,,,
Jules Koundé,21/22,Sevilla,DF,22.0,32.0,2736.0,2.0,1.0,3.0,,2.0,0.0,2.0,13.0,3.0,15.0,28.0,21.0,17.0,,,,,,,,
Jules Koundé,22/23,Barcelona,DF,23.0,29.0,2426.0,1.0,3.0,4.0,,2.0,0.0,0.0,14.0,2.0,22.0,12.0,20.0,25.0,,,,,,,,
Jules Koundé,23/24,Barcelona,DF,24.0,35.0,2899.0,1.0,2.0,3.0,,4.0,0.0,0.0,24.0,7.0,23.0,16.0,28.0,24.0,,,,,,,,
Jules Koundé,24/25,Barcelona,DF,25.0,32.0,2605.0,2.0,3.0,5.0,,4.0,0.0,0.0,18.0,6.0,22.0,19.0,19.0,42.0,,,,,,,,
Jules Koundé,25/26,Barcelona,DF,26.0,30.0,2261.0,1.0,3.0,4.0,,6.0,0.0,0.0,14.0,4.0,24.0,24.0,31.0,24.0,,,,,,,,
Héctor Fort,23/24,Barcelona,DF,16.0,7.0,318.0,0.0,2.0,2.0,,0.0,0.0,0.0,1.0,0.0,8.0,1.0,2.0,6.0,,,,,,,,
Héctor Fort,24/25,Barcelona,DF,17.0,17.0,585.0,0.0,0.0,0.0,,2.0,0.0,0.0,6.0,1.0,8.0,1.0,9.0,8.0,,,,,,,,
Héctor Fort,25/26,Elche,"DF,MF",18.0,14.0,482.0,2.0,2.0,4.0,,0.0,0.0,0.0,12.0,5.0,5.0,1.0,5.0,3.0,,,,,,,,
Xavi Espart,25/26,Barcelona,DF,18.0,4.0,165.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,1.0,,,,,,,,
Marc Bernal,24/25,Barcelona,MF,17.0,3.0,242.0,0.0,0.0,0.0,,2.0,0.0,0.0,2.0,1.0,4.0,3.0,1.0,6.0,,,,,,,,
Marc Bernal,25/26,Barcelona,MF,18.0,22.0,790.0,2.0,1.0,3.0,,4.0,0.0,0.0,7.0,2.0,15.0,11.0,12.0,19.0,,,,,,,,
Marc Casado,23/24,Barcelona,MF,19.0,2.0,15.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,,,,,,,
Marc Casado,24/25,Barcelona,MF,20.0,23.0,1611.0,1.0,3.0,4.0,,4.0,1.0,1.0,14.0,1.0,26.0,36.0,24.0,24.0,,,,,,,,
Marc Casado,25/26,Barcelona,MF,21.0,24.0,989.0,0.0,1.0,1.0,,1.0,0.0,0.0,11.0,0.0,25.0,20.0,7.0,9.0,,,,,,,,
Tomas Marques,25/26,Barcelona,MF,18.0,2.0,11.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,
Pedri,21/22,Barcelona,MF,18.0,12.0,885.0,3.0,1.0,4.0,,0.0,0.0,0.0,12.0,6.0,1.0,17.0,5.0,13.0,,,,,,,,
Pedri,22/23,Barcelona,MF,19.0,26.0,1976.0,6.0,1.0,7.0,,2.0,0.0,0.0,22.0,9.0,8.0,43.0,13.0,21.0,,,,,,,,
Pedri,23/24,Barcelona,"MF,FW",20.0,24.0,1476.0,4.0,2.0,6.0,,3.0,0.0,0.0,15.0,7.0,11.0,22.0,14.0,22.0,,,,,,,,
Pedri,24/25,Barcelona,MF,21.0,37.0,2879.0,4.0,5.0,9.0,,3.0,0.0,0.0,24.0,11.0,10.0,51.0,29.0,32.0,,,,,,,,
Pedri,25/26,Barcelona,MF,22.0,29.0,2104.0,2.0,9.0,11.0,,2.0,1.0,1.0,21.0,10.0,9.0,43.0,24.0,33.0,,,,,,,,
Frenkie de Jong,21/22,Barcelona,MF,24.0,32.0,2476.0,3.0,3.0,6.0,,7.0,1.0,1.0,17.0,8.0,24.0,35.0,20.0,20.0,,,,,,,,
Frenkie de Jong,22/23,Barcelona,MF,25.0,33.0,2534.0,2.0,4.0,6.0,,3.0,0.0,0.0,18.0,11.0,33.0,34.0,34.0,26.0,,,,,,,,
Frenkie de Jong,23/24,Barcelona,MF,26.0,20.0,1634.0,2.0,0.0,2.0,,7.0,0.0,0.0,7.0,4.0,19.0,22.0,15.0,26.0,,,,,,,,
Frenkie de Jong,24/25,Barcelona,MF,27.0,26.0,1143.0,2.0,2.0,4.0,,3.0,0.0,0.0,5.0,3.0,14.0,18.0,14.0,12.0,,,,,,,,
Frenkie de Jong,25/26,Barcelona,MF,28.0,25.0,1636.0,1.0,5.0,6.0,,4.0,1.0,1.0,7.0,2.0,10.0,26.0,17.0,19.0,,,,,,,,
Gavi,21/22,Barcelona,"MF,FW",16.0,34.0,2316.0,2.0,5.0,7.0,,11.0,1.0,1.0,30.0,8.0,63.0,69.0,29.0,19.0,,,,,,,,
